,Hotel_Name,Rating,Price,region,Airport_Shuttle,Business_Centre,Facilities,Fitness_Centre,Restaurant,Room_Service,Spa,Swimming_Pool,Wellness_Centre
1687,Burj Alhayah Hotel Suites Olaya,8.2,497.0,Riyadh,0,0,0,0,0,1,0,0,0
1688,Dara Hotel Qurtubah,8.2,392.0,Riyadh,0,0,0,0,0,0,0,1,0
1693,Aber Al Yasmin,8.4,812.0,Riyadh,0,0,0,0,0,0,0,1,0
1695,Dorar Darea Hotel Apartments - Al Malqa 2,7.4,217.0,Riyadh,0,0,0,0,1,0,0,0,0
1697,Boudl Al Olaya Hotel,7.9,730.0,Riyadh,0,0,0,1,0,1,0,0,0
1699,Courtyard Riyadh Diplomatic Quarter,8.1,869.0,Riyadh,0,0,0,0,0,0,0,1,0
1702,Aber 102,8.9,849.0,Riyadh,0,0,0,0,0,0,0,1,0
1703,Holiday Inn RIYADH - MEYDAN,7.5,1112.0,Riyadh,0,0,0,0,0,0,0,1,0
1706,Radisson Blu Hotel & Residence Riyadh Diplomatic Quarters,8.9,2100.0,Riyadh,0,0,0,0,0,0,0,1,0
1707,Braira Qurtubah Riyadh,8.2,866.0,Riyadh,0,0,0,0,0,0,0,1,0
1711,Ewaa Express Hotel - Gaber,8.7,437.0,Riyadh,0,0,0,0,0,1,0,0,0
1712,Boudl Al Munsiyah,8.0,554.0,Riyadh,0,0,0,0,0,0,0,1,0
1713,Hdb Hotel Financal District,7.3,522.0,Riyadh,0,0,0,0,0,0,0,1,0
1714,Ahlin Suites 2,7.7,277.0,Riyadh,0,0,0,0,0,1,0,0,0
1723,Executives Hotel - Olaya,7.7,550.0,Riyadh,0,0,0,0,0,0,0,1,0
1724,Aber Al Takhassusi hotel,8.5,679.0,Riyadh,0,0,0,0,0,0,0,1,0
1726,Joudyan Olaya Riyadh,8.3,650.0,Riyadh,0,0,0,0,0,0,0,1,0
1728,Dorar Darea Hotel Apartments - Al Malqa 2,7.4,208.0,Riyadh,0,0,0,0,1,0,0,0,0
1730,Boudl Al Olaya Hotel,7.9,690.0,Riyadh,0,0,0,1,0,1,0,0,0
1735,Cantonal Hotel By Warwick,9.0,944.0,Riyadh,0,0,0,0,0,0,0,1,0
1736,Best Western Plus Fursan Hotel,8.1,630.0,Riyadh,0,0,0,0,1,0,0,0,0
1740,Holiday Inn RIYADH - IZDIHAR,7.3,986.0,Riyadh,0,0,0,0,1,0,1,0,1
1742,Holiday Inn RIYADH - OLAYA,7.2,866.0,Riyadh,0,0,0,0,1,0,0,0,0
1744,Sheraton Riyadh Hotel & Towers,8.0,665.0,Riyadh,0,0,0,0,0,0,0,1,0
1745,Rukon Buyutat 15,7.0,381.0,Riyadh,0,0,0,0,0,1,0,0,0
1746,Intour Qurtoba Hotel Suites,7.0,546.0,Riyadh,0,0,0,0,1,0,0,0,0
1755,DAMAC Riyadh - Luxury Apartments داماك الرياض,7.2,670.0,Riyadh,0,0,0,0,0,0,0,1,0
1762,Joudyan Olaya Riyadh,8.3,976.0,Riyadh,0,0,0,0,0,0,0,1,0
1765,DoubleTree by Hilton Riyadh Financial District Hotel & Suites,8.5,2784.0,Riyadh,0,0,0,0,0,0,0,1,0
1766,"Mansard Riyadh, a Radisson Collection Hotel",9.0,2625.0,Riyadh,0,0,0,0,0,0,0,1,0
1767,Merfal Hotel Apartments Al Taawan,6.6,322.0,Riyadh,0,0,0,0,0,1,0,0,0
1768,Courtyard Riyadh Diplomatic Quarter,8.1,1207.0,Riyadh,0,0,0,0,0,0,0,1,0
1773,Cantonal Hotel By Warwick,9.0,886.0,Riyadh,0,0,0,0,0,0,0,1,0
1775,Braira Qurtubah Riyadh,8.2,868.0,Riyadh,0,0,0,0,0,0,0,1,0
1776,"Narcissus Hotel & Spa, Riyadh",8.6,2500.0,Riyadh,0,0,0,0,0,0,0,1,0
1777,Four Seasons Hotel Riyadh,8.9,6999.0,Riyadh,0,0,0,0,0,0,0,1,0
1778,Ewaa Express Hotel - Gaber,8.7,466.0,Riyadh,0,0,0,0,0,1,0,0,0
1791,Aber Al Takhassusi hotel,8.5,734.0,Riyadh,0,0,0,0,0,0,0,1,0
1794,Boudl Al Sulimanyah,8.2,607.0,Riyadh,0,0,0,0,1,0,0,0,0
1797,Courtyard Riyadh Diplomatic Quarter,8.1,1420.0,Riyadh,0,0,0,0,0,0,0,1,0
1800,IntercityHotel Riyadh Malaz,8.0,1030.0,Riyadh,0,0,0,0,0,0,0,1,0
1801,Aber 102,8.9,754.0,Riyadh,0,0,0,0,0,0,0,1,0
1803,Viola Gardens,8.5,653.0,Riyadh,0,0,0,0,0,1,0,0,0
1804,Comfort Hotel Riyadh Olaya,9.5,650.0,Riyadh,0,0,0,0,1,0,0,0,0
1805,Radisson Blu Hotel & Residence Riyadh Diplomatic Quarters,8.9,4500.0,Riyadh,0,0,0,0,0,0,0,1,0
1806,Al Farhan Hotel Suites Al Aqiq,7.0,328.0,Riyadh,0,0,0,0,1,1,0,0,0
1807,Braira Qurtubah Riyadh,8.2,847.0,Riyadh,0,0,0,0,0,0,0,1,0
1810,Four Seasons Hotel Riyadh,8.9,7500.0,Riyadh,0,0,0,0,0,0,0,1,0
1816,Mena Andalusia Hotel,6.3,323.0,Riyadh,0,0,0,0,0,1,0,0,0
1827,Boudl Al Sulimanyah,8.2,790.0,Riyadh,0,0,0,0,1,0,0,0,0
1830,Courtyard Riyadh Diplomatic Quarter,8.1,1570.0,Riyadh,0,0,0,0,0,0,0,1,0
1841,Centro Olaya by Rotana,7.9,804.0,Riyadh,0,0,0,0,0,0,0,1,0
1842,Hilton Riyadh Hotel & Residences,8.3,2477.0,Riyadh,0,0,0,0,0,0,0,1,0
1843,InterContinental Hotels RIYADH,7.7,1528.0,Riyadh,0,0,0,0,0,0,0,1,0
1845,"InterContinental Durrat Al Riyadh Resort & Spa, an IHG Hotel",8.3,2025.0,Riyadh,0,0,0,0,1,0,0,0,0
1846,Holiday Inn RIYADH - AL QASR,7.1,1027.0,Riyadh,0,0,0,0,0,0,0,1,0
1850,Fraser Suites Riyadh,8.1,1552.0,Riyadh,0,0,0,0,1,0,0,0,0
1851,Radisson Hotel & Residence Riyadh Olaya,9.1,1298.0,Riyadh,0,0,0,0,0,0,0,1,0
1854,JW Marriott Hotel Riyadh,7.8,2250.0,Riyadh,0,0,0,0,1,0,0,0,0
1855,Taleen Durrat Al Nakhil,7.0,227.0,Riyadh,0,0,0,0,0,1,0,0,0
1856,Rose Garden Hotel,6.7,358.0,Riyadh,0,0,0,0,0,1,0,0,0
1858,Courtyard by Marriott Riyadh Northern Ring Road,8.2,1808.0,Riyadh,0,0,0,0,0,0,0,1,0
1861,Swiss International Royal Hotel Riyadh,7.5,1024.0,Riyadh,0,0,0,0,0,0,0,1,0
1864,Courtyard Riyadh Olaya,8.3,1450.0,Riyadh,0,0,0,0,0,0,0,1,0
1865,Rose Park,8.0,294.0,Riyadh,0,0,1,0,0,1,0,0,0
1866,Makeen Homes by Warwick,7.6,310.0,Riyadh,0,0,0,0,1,0,0,0,0
1867,Iris Boutique Narjis,9.2,484.0,Riyadh,0,0,0,0,0,1,0,0,0
1870,Sarwat Park Hotel Riyadh,8.1,888.0,Riyadh,0,0,0,0,0,0,0,1,0
1871,Al Muhaidb Al Diwan - Al Olaya,6.8,320.0,Riyadh,0,0,0,0,0,0,0,1,0
1872,Mira Business Hotel,7.8,622.0,Riyadh,0,0,0,0,0,0,1,0,1
1876,Four Seasons Hotel Riyadh,8.9,9000.0,Riyadh,0,0,0,0,0,0,0,1,0
1881,Hilton Riyadh Hotel & Residences,8.3,2094.0,Riyadh,0,0,0,0,0,0,0,1,0
1882,InterContinental Hotels RIYADH,7.7,1340.0,Riyadh,0,0,0,0,0,0,0,1,0
1887,Radisson Hotel & Residence Riyadh Olaya,9.1,1078.0,Riyadh,0,0,0,0,0,0,0,1,0
1888,Almuhaidb Al Takhasosi Hotel,7.8,340.0,Riyadh,0,0,0,0,0,0,0,1,0
1890,Boudl Al Qasr,7.4,723.0,Riyadh,0,0,0,0,0,1,0,1,0
1891,Rose Garden Hotel,6.7,363.0,Riyadh,0,0,0,0,0,1,0,0,0
1892,Tu Jardin - Qurtubah,7.2,201.0,Riyadh,0,0,0,0,0,0,0,0,0
1893,Grand Plaza Hotel - Takhasosi Riyadh,8.3,11127.0,Riyadh,0,0,0,0,1,0,0,0,0
1895,Voyage Residence,8.8,426.0,Riyadh,0,0,0,0,0,0,0,1,0
1896,Myrtle,6.8,475.0,Riyadh,0,0,0,0,0,1,0,0,0
1897,Braira Qurtubah Riyadh,8.2,979.0,Riyadh,0,0,0,0,0,0,0,1,0
1899,Braira Al Wezarat,8.4,789.0,Riyadh,0,0,0,0,0,0,0,1,0
1902,Boudl Al Munsiyah,8.0,516.0,Riyadh,0,0,0,0,0,0,0,1,0
1907,Aber Al Yasmin 101,8.1,716.0,Riyadh,0,0,0,1,0,0,0,0,0
1915,Aber Al Takhassusi hotel,8.5,731.0,Riyadh,0,0,0,0,0,0,0,1,0
1918,Jareed Hotel Riyadh,9.0,4501.0,Riyadh,0,0,0,0,0,0,0,1,0
1922,Courtyard Riyadh Diplomatic Quarter,8.1,634.0,Riyadh,0,0,0,0,0,0,0,1,0
1927,Rafa Homes Al Izdihar 1,7.7,225.0,Riyadh,0,0,0,0,0,0,0,0,0
1928,Comfort Hotel Riyadh Olaya,9.5,900.0,Riyadh,0,0,0,0,1,0,0,0,0
1930,Braira Qurtubah Riyadh,8.2,874.0,Riyadh,0,0,0,0,0,0,0,1,0
1932,Braira Al Wezarat,8.4,796.0,Riyadh,0,0,0,0,0,0,0,1,0
1939,DoubleTree by Hilton Riyadh - Al Muroj Business Gate,7.3,1430.0,Riyadh,0,0,0,0,1,0,0,0,0
1943,Mena Andalusia Hotel,6.3,317.0,Riyadh,0,0,0,0,0,1,0,0,0
1949,Aber Al Takhassusi hotel,8.5,708.0,Riyadh,0,0,0,0,0,0,0,1,0
1952,Aber Al Yasmin,8.4,795.0,Riyadh,0,0,0,0,0,0,0,1,0
1958,Courtyard Riyadh Diplomatic Quarter,8.1,1216.0,Riyadh,0,0,0,0,0,0,0,1,0
1961,Ross Hotel,8.5,700.0,Riyadh,0,0,0,0,1,0,0,0,0
1963,"Marriott Executive Apartments Riyadh, Convention Center",8.7,893.0,Riyadh,0,0,0,0,1,0,0,1,0
1964,Crowne Plaza Hotel Riyadh Minhal,8.6,765.0,Riyadh,0,0,0,0,0,0,0,1,0
1973,Centro Olaya by Rotana,7.9,1013.0,Riyadh,0,0,0,0,0,0,0,1,0
1974,Hilton Riyadh Hotel & Residences,8.3,4736.0,Riyadh,0,0,0,0,0,0,0,1,0
1975,InterContinental Hotels RIYADH,7.7,2302.0,Riyadh,0,0,0,0,0,0,0,1,0
1976,"InterContinental Durrat Al Riyadh Resort & Spa, an IHG Hotel",8.3,2610.0,Riyadh,0,0,0,0,1,0,0,0,0
1979,Le Méridien Riyadh,8.3,5100.0,Riyadh,0,0,0,0,0,0,0,1,0
1980,Holiday Inn RIYADH - AL QASR,7.1,979.0,Riyadh,0,0,0,0,0,0,0,1,0
1984,Fraser Suites Riyadh,8.1,1157.0,Riyadh,0,0,0,0,1,0,0,0,0
1985,Radisson Hotel & Residence Riyadh Olaya,9.1,1347.0,Riyadh,0,0,0,0,0,0,0,1,0
1986,Ascott Rafal Olaya Riyadh,7.9,2328.0,Riyadh,0,0,0,0,1,0,0,0,0
1987,Almuhaidb Al Takhasosi Hotel,7.8,314.0,Riyadh,0,0,0,0,0,0,0,1,0
1988,Ewaa Express Hotel - Al Olaya,8.6,601.0,Riyadh,0,0,0,0,0,0,0,1,0
1989,Almuhaidb Altakhassusi 5,7.5,323.0,Riyadh,0,0,0,0,0,0,0,1,0
1990,Art View Hotel,7.9,747.0,Riyadh,0,0,0,0,0,0,0,1,0
1991,Almuhaidb Salahuddin- Almalaz,7.7,310.0,Riyadh,0,0,0,0,0,0,0,1,0
1992,Dorar Darea Hotel Apartments - Al Nafl,7.2,232.0,Riyadh,0,0,0,0,0,1,0,0,0
1993,Courtyard by Marriott Riyadh Northern Ring Road,8.2,2199.0,Riyadh,0,0,0,0,0,0,0,1,0
1994,Grand Plaza Hotel - Dhabab Riyadh,8.3,575.0,Riyadh,0,0,0,0,1,0,0,0,0
1999,Braira Al Wezarat,8.4,794.0,Riyadh,0,0,0,0,0,0,0,1,0
2002,Hdb Hotel Financal District,7.3,537.0,Riyadh,0,0,0,0,0,0,0,1,0
2004,InterContinental Hotels RIYADH,7.7,3309.0,Riyadh,0,0,0,0,0,0,0,1,0
2005,"InterContinental Durrat Al Riyadh Resort & Spa, an IHG Hotel",8.3,3150.0,Riyadh,0,0,0,0,1,0,0,0,0
2006,Hilton Garden Inn Riyadh Financial District,7.8,1970.0,Riyadh,0,0,0,0,0,0,0,1,0
2007,Holiday Inn RIYADH - AL QASR,7.1,955.0,Riyadh,0,0,0,0,0,0,0,1,0
2012,Radisson Hotel & Residence Riyadh Olaya,9.1,1319.0,Riyadh,0,0,0,0,0,0,0,1,0
2015,JW Marriott Hotel Riyadh,7.8,6050.0,Riyadh,0,0,0,0,1,0,0,0,0
2018,Comfort Inn Taawn,5.5,500.0,Riyadh,0,0,0,0,1,0,0,0,0
2019,Sixty Three Hotel,7.0,286.0,Riyadh,0,0,0,0,1,0,0,0,0
2020,Braira Qurtubah Riyadh,8.2,1389.0,Riyadh,0,0,0,0,0,0,0,1,0
2028,Hilton Riyadh Hotel & Residences,8.3,5059.0,Riyadh,0,0,0,0,0,0,0,1,0
2030,"Park Inn by Radisson, Riyadh",8.3,982.0,Riyadh,0,0,0,0,0,0,0,1,0
2033,DoubleTree by Hilton Riyadh Financial District Hotel & Suites,8.5,3982.0,Riyadh,0,0,0,0,0,0,0,1,0
2034,Rosh Rayhaan by Rotana,8.5,3728.0,Riyadh,0,0,0,0,0,0,0,1,0
2035,Hyatt Place Riyadh Sulaimania,8.5,2363.0,Riyadh,0,0,0,0,0,0,0,1,0
2036,Boudl Al Malaz,6.8,643.0,Riyadh,0,0,0,0,0,0,0,1,0
2037,Boudl Gaber,8.1,496.0,Riyadh,0,0,0,0,1,1,0,0,0
2038,Holiday Inn RIYADH THE BUSINESS DISTRICT,8.7,2490.0,Riyadh,0,0,0,0,0,0,0,1,0
2039,Seven Gardens Hotel,9.0,539.0,Riyadh,0,0,0,0,0,0,0,1,0
2041,Novotel Suites Riyadh Olaya,7.3,544.0,Riyadh,0,0,0,0,0,0,0,1,0
2042,Ramada Riyadh,7.9,1674.0,Riyadh,0,0,0,0,0,0,0,1,0
2043,Ewaa Express Hotel - Khorais,8.3,466.0,Riyadh,0,0,0,0,1,0,0,0,0
2048,Braira Qurtubah Riyadh,8.2,1597.0,Riyadh,0,0,0,0,0,0,0,1,0
2050,Braira Al Wezarat,8.4,1106.0,Riyadh,0,0,0,0,0,0,0,1,0
2055,Myrtle Al Sahafa,7.5,660.0,Riyadh,0,0,0,0,0,1,0,0,0
2056,Hilton Riyadh Hotel & Residences,8.3,4424.0,Riyadh,0,0,0,0,0,0,0,1,0
2057,Aber Al Takhassusi hotel,8.5,720.0,Riyadh,0,0,0,0,0,0,0,1,0
2058,"Park Inn by Radisson, Riyadh",8.3,1350.0,Riyadh,0,0,0,0,0,0,0,1,0
2061,DoubleTree by Hilton Riyadh Financial District Hotel & Suites,8.5,3081.0,Riyadh,0,0,0,0,0,0,0,1,0
2062,Rosh Rayhaan by Rotana,8.5,3423.0,Riyadh,0,0,0,0,0,0,0,1,0
2063,Hyatt Place Riyadh Sulaimania,8.5,1875.0,Riyadh,0,0,0,0,0,0,0,1,0
2064,Boudl Al Malaz,6.8,683.0,Riyadh,0,0,0,0,0,0,0,1,0
2065,Al Malqa Elite Hotel,7.5,560.0,Riyadh,0,0,0,0,0,0,0,0,0
2066,Ramada by Wyndham Riyadh King Fahd Road,8.2,1270.0,Riyadh,0,0,0,0,0,0,0,1,0
2067,Boudl Gaber,8.1,532.0,Riyadh,0,0,0,0,1,1,0,0,0
2068,Al Mashreq Boutique Hotel,7.7,815.0,Riyadh,0,0,0,0,0,0,0,1,0
2069,Continent Hotel Al Waha Riyad,7.7,621.0,Riyadh,0,0,0,0,0,0,0,1,0
2072,Novotel Suites Riyadh Olaya,7.3,623.0,Riyadh,0,0,0,0,0,0,0,1,0
2074,Ewaa Express Hotel - Khorais,8.3,450.0,Riyadh,0,0,0,0,1,0,0,0,0
2076,Ross Hotel,8.5,765.0,Riyadh,0,0,0,0,1,0,0,0,0
2079,Al Diafa Apartment Olaya,7.9,431.0,Riyadh,0,0,0,0,0,0,0,1,0
2080,Almuhaidb Salahuddin- Almalaz,7.7,327.0,Riyadh,0,0,0,0,0,0,0,1,0
2081,Dorar Darea Hotel Apartments - Al Nafl,7.2,245.0,Riyadh,0,0,0,0,0,1,0,0,0
2082,Courtyard by Marriott Riyadh Northern Ring Road,8.2,3000.0,Riyadh,0,0,0,0,0,0,0,1,0
2086,Hyatt Buyutat,6.5,855.0,Riyadh,0,0,0,0,1,0,0,0,0
2087,Voyage Residence,8.8,374.0,Riyadh,0,0,0,0,0,0,0,1,0
2089,Al Aqeeq Madinah Hotel,7.9,600.0,Medina,0,0,0,0,0,0,0,1,0
2090,InterContinental DAR AL HIJRA MADINAH,8.5,720.0,Medina,0,0,0,0,1,1,0,0,0
2091,Emaar Elite Al Madina Hotel,7.6,540.0,Medina,0,0,0,0,1,0,0,0,0
2092,Zowar International Hotel,6.9,413.0,Medina,0,0,0,0,1,0,0,0,0
2093,Emaar Taiba Hotel,6.0,262.0,Medina,0,0,0,0,0,1,0,0,0
2094,Elaf Al Taqwa Hotel,9.0,435.0,Medina,0,0,0,0,1,0,0,0,0
2095,Anwar Al Madinah Movenpick Hotel,7.0,919.0,Medina,0,0,0,0,1,0,0,0,0
2096,Al Eairy Furnished Apts Al Madinah 14,4.9,122.0,Medina,0,0,0,0,0,1,0,0,0
2097,Saja Al Madinah,7.6,532.0,Medina,0,0,1,0,1,0,0,0,0
2098,Pullman Zamzam Madina,8.1,713.0,Medina,0,0,0,0,0,0,0,1,0
2099,"The Oberoi, Madina",8.9,5351.0,Medina,0,0,0,0,0,1,0,0,0
2100,Zaha Al Munawara Hotel,7.8,238.0,Medina,0,0,0,0,0,0,0,0,0
2101,Grand Zowar Hotel,5.7,274.0,Medina,0,0,0,0,0,1,0,0,0
2103,Zowar International Hotel,6.9,406.0,Medina,0,0,0,0,1,0,0,0,0
2104,Emaar Taiba Hotel,6.0,257.0,Medina,0,0,0,0,0,1,0,0,0
2106,Anwar Al Madinah Movenpick Hotel,7.0,900.0,Medina,0,0,0,0,1,0,0,0,0
2109,Pullman Zamzam Madina,8.1,642.0,Medina,0,0,0,0,0,0,0,1,0
2110,"The Oberoi, Madina",8.9,2779.0,Medina,0,0,0,0,0,1,0,0,0
2114,Zowar International Hotel,6.9,387.0,Medina,0,0,0,0,1,0,0,0,0
2115,Emaar Taiba Hotel,6.0,245.0,Medina,0,0,0,0,0,1,0,0,0
2117,Saja Al Madinah,7.6,495.0,Medina,0,0,1,0,1,0,0,0,0
2119,"The Oberoi, Madina",8.9,4470.0,Medina,0,0,0,0,0,1,0,0,0
2122,InterContinental MADINAH-DAR AL IMAN,8.7,1195.0,Medina,0,0,0,0,1,0,0,0,0
2123,Madinah Hilton,8.3,998.0,Medina,0,0,0,0,1,0,0,0,0
2124,Hayah Al Waha Hotel,5.2,205.0,Medina,0,0,1,0,0,1,0,0,0
2125,Odst Al Madinah Hotel,6.5,350.0,Medina,0,0,0,0,1,0,0,0,0
2126,Flavor Hotel,8.5,500.0,Medina,0,0,0,0,0,1,0,0,0
2127,Hayah Plaza Hotel,5.8,255.0,Medina,0,0,0,0,1,0,0,0,0
2128,Al Eairy Furnished Apts Al Madinah 8,6.5,143.0,Medina,0,0,0,0,0,0,0,0,0
2129,Millennium Madinah Airport,7.8,495.0,Medina,0,0,0,0,1,0,0,0,0
2130,Taiba Front Hotel,7.3,833.0,Medina,0,0,0,0,1,0,0,0,0
2131,Dallah Taibah Hotel,8.7,1073.0,Medina,0,0,0,0,1,1,0,0,0
2132,Taiba Madinah Hotel,8.4,641.0,Medina,0,0,0,0,1,0,0,0,0
2133,Taiba Suites Madinah,8.5,800.0,Medina,0,1,0,0,0,0,0,0,0
2134,Araek Taiba Hotel,5.5,260.0,Medina,0,0,0,0,0,0,0,0,0
2135,فندق ايي E Hotel,9.0,255.0,Medina,0,0,0,0,1,0,0,0,0
2136,Al Mokhtara Diamond,6.6,320.0,Medina,0,0,0,0,0,1,0,0,0
2137,Badrani B - Qaswarah Residence,8.5,181.0,Medina,0,0,0,0,0,0,0,0,0
2138,New Madinah Hotel,7.7,608.0,Medina,0,0,0,0,1,0,0,0,0
2142,"The Oberoi, Madina",8.9,2308.0,Medina,0,0,0,0,0,1,0,0,0
2145,Madinah Hilton,8.3,1026.0,Medina,0,0,0,0,1,0,0,0,0
2147,Sofitel Shahd Al Madinah,8.0,856.0,Medina,0,0,0,0,1,0,0,0,0
2157,Saja Al Madinah,7.6,545.0,Medina,0,0,1,0,1,0,0,0,0
2163,Emaar Elite Al Madina Hotel,7.6,555.0,Medina,0,0,0,0,1,0,0,0,0
2168,Saja Al Madinah,7.6,526.0,Medina,0,0,1,0,1,0,0,0,0
2173,InterContinental MADINAH-DAR AL IMAN,8.7,990.0,Medina,0,0,0,0,1,0,0,0,0
2177,Al Aqeeq Madinah Hotel,7.9,680.0,Medina,0,0,0,0,0,0,0,1,0
2180,Emaar Royal Hotel,8.3,664.0,Medina,0,0,0,0,1,0,0,0,0
2181,Al Mokhtara Diamond,6.6,281.0,Medina,0,0,0,0,0,1,0,0,0
2185,Saja Al Madinah,7.6,599.0,Medina,0,0,1,0,1,0,0,0,0
2190,InterContinental MADINAH-DAR AL IMAN,8.7,1479.0,Medina,0,0,0,0,1,0,0,0,0
2193,Sidrathul Aaliya Golden Hotel,5.7,144.0,Medina,0,0,0,0,0,0,0,0,0
2194,Hayah Golden Hotel,6.4,283.0,Medina,0,0,0,0,0,1,0,0,0
2195,Hayah Al Huda,5.9,235.0,Medina,0,0,0,0,1,0,0,0,0
2196,Hayah Diamond Hotel,6.9,235.0,Medina,0,0,0,0,0,1,0,0,0
2197,Zaha Taiba Hotel,8.5,305.0,Medina,0,0,0,0,0,0,1,0,1
2199,Al Manakha Rotana Madinah,8.1,676.0,Medina,0,0,0,0,0,0,0,0,0
2200,Hayah Grand Hotel,6.0,235.0,Medina,0,0,0,0,1,0,0,0,0
2201,Rove Al Madinah Hotel,8.0,600.0,Medina,0,0,0,0,1,0,0,0,0
2202,Marriott Executive Apartments Madinah,8.9,855.0,Medina,0,0,0,0,0,0,0,1,0
2204,Grand Plaza Al Madina,6.8,366.0,Medina,0,0,0,0,1,0,0,0,0
2205,Rua Al Hijrah Hotel,8.1,663.0,Medina,0,0,0,0,0,0,0,0,0
2206,MADEN HOTEL,8.4,1299.0,Medina,0,0,0,0,1,0,0,0,0
2208,Al Rawda Royal Inn,7.6,696.0,Medina,0,0,0,0,1,0,0,0,0
2209,Elaf Al Taqwa Hotel,9.0,519.0,Medina,0,0,0,0,1,0,0,0,0
2212,Pullman Zamzam Madina,8.1,754.0,Medina,0,0,0,0,0,0,0,1,0
2221,Anwar Al Madinah Movenpick Hotel,7.0,1192.0,Medina,0,0,0,0,1,0,0,0,0
2230,Zowar International Hotel,6.9,450.0,Medina,0,0,0,0,1,0,0,0,0
2231,Emaar Taiba Hotel,6.0,357.0,Medina,0,0,0,0,0,1,0,0,0
2235,Saja Al Madinah,7.6,530.0,Medina,0,0,1,0,1,0,0,0,0
2241,Elaf Al Taqwa Hotel,9.0,650.0,Medina,0,0,0,0,1,0,0,0,0
2245,Dar Al Taqwa Hotel Madinah,8.8,1235.0,Medina,0,0,0,0,1,0,0,0,0
2248,Emaar Taiba Hotel,6.0,253.0,Medina,0,0,0,0,0,1,0,0,0
2251,Saja Al Madinah,7.6,544.0,Medina,0,0,1,0,1,0,0,0,0
2252,Pullman Zamzam Madina,8.1,651.0,Medina,0,0,0,0,0,0,0,1,0
2254,Zaha Al Munawara Hotel,7.8,280.0,Medina,0,0,0,0,0,0,0,0,0
2256,InterContinental MADINAH-DAR AL IMAN,8.7,1739.0,Medina,0,0,0,0,1,0,0,0,0
2257,Madinah Hilton,8.3,1129.0,Medina,0,0,0,0,1,0,0,0,0
2262,Dar Al Taqwa Hotel Madinah,8.8,1756.0,Medina,0,0,0,0,1,0,0,0,0
2264,Elaf Al Taqwa Hotel,9.0,706.0,Medina,0,0,0,0,1,0,0,0,0
2267,Saja Al Madinah,7.6,490.0,Medina,0,0,1,0,1,0,0,0,0
2268,Pullman Zamzam Madina,8.1,602.0,Medina,0,0,0,0,0,0,0,1,0
2273,Zowar International Hotel,6.9,421.0,Medina,0,0,0,0,1,0,0,0,0
2274,Emaar Taiba Hotel,6.0,267.0,Medina,0,0,0,0,0,1,0,0,0
2276,Anwar Al Madinah Movenpick Hotel,7.0,1325.0,Medina,0,0,0,0,1,0,0,0,0
2302,Pullman Zamzam Madina,8.1,604.0,Medina,0,0,0,0,0,0,0,1,0
2307,Madinah Hilton,8.3,1078.0,Medina,0,0,0,0,1,0,0,0,0
2313,Sofitel Shahd Al Madinah,8.0,998.0,Medina,0,0,0,0,1,0,0,0,0
2314,Dar Al Taqwa Hotel Madinah,8.8,1208.0,Medina,0,0,0,0,1,0,0,0,0
2315,InterContinental DAR AL HIJRA MADINAH,8.5,1035.0,Medina,0,0,0,0,1,1,0,0,0
2318,Tulip Inn Al Daar Rawafid,8.0,471.0,Medina,0,0,0,0,1,0,0,0,0
2319,Artal Taiba Hotel,7.3,179.0,Medina,0,0,0,0,0,1,0,0,0
2322,Elaf Al Taqwa Hotel,9.0,998.0,Medina,0,0,0,0,1,0,0,0,0
2330,InterContinental MADINAH-DAR AL IMAN,8.7,1440.0,Medina,0,0,0,0,1,0,0,0,0
2338,Pullman Zamzam Madina,8.1,1135.0,Medina,0,0,0,0,0,0,0,1,0
2342,Madinah Hilton,8.3,1111.0,Medina,0,0,0,0,1,0,0,0,0
2344,Elaf Al Taqwa Hotel,9.0,1050.0,Medina,0,0,0,0,1,0,0,0,0
2348,Pullman Zamzam Madina,8.1,1192.0,Medina,0,0,0,0,0,0,0,1,0
2368,Pullman Zamzam Madina,8.1,645.0,Medina,0,0,0,0,0,0,0,1,0
2379,Pullman Zamzam Madina,8.1,679.0,Medina,0,0,0,0,0,0,0,1,0
2398,Emaar Taiba Hotel,6.0,356.0,Medina,0,0,0,0,0,1,0,0,0
2399,Elaf Kinda Hotel,7.8,664.0,Makkah,0,0,0,0,1,1,0,0,0
2400,Pullman ZamZam Makkah,6.7,767.0,Makkah,0,0,0,0,1,1,0,0,0
2401,Al Safwah Royale Orchid Hotel,7.3,581.0,Makkah,0,0,0,0,1,0,0,0,0
2402,Emaar Al Noor,7.8,81.0,Makkah,0,0,0,0,1,0,0,0,0
2403,Anjum Hotel Makkah,8.5,688.0,Makkah,0,0,0,0,1,0,0,0,0
2404,Mercure Makkah Aziziah,8.3,120.0,Makkah,0,0,0,0,1,0,0,0,0
2405,Hilton Makkah Convention Hotel,8.2,723.0,Makkah,0,0,0,0,1,0,0,0,0
2406,Jabal Omar Hyatt Regency Makkah,8.6,927.0,Makkah,0,0,0,0,1,0,0,0,0
2407,Millennium & Copthorne Makkah Al Naseem,7.8,160.0,Makkah,0,0,0,0,1,0,0,0,0
2408,Movenpick Hotel And Residences Hajar Tower Makkah,8.0,835.0,Makkah,0,0,0,0,1,0,0,0,0
2409,Four Points by Sheraton Makkah Al Naseem,8.3,246.0,Makkah,0,1,0,1,0,0,0,0,0
