,Hotel_Name,Rating,Price,region,Airport_Shuttle,Business_Centre,Facilities,Fitness_Centre,Restaurant,Room_Service,Spa,Swimming_Pool,Wellness_Centre
2992,City Residence Hotel Suites,8.3,852.0,Damamm,0,0,0,0,0,0,0,1,0
2993,S Maskan Hotel,8.1,237.0,Damamm,0,0,0,0,0,1,0,0,0
2995,The Gate Hotel and Apartments,9.1,404.0,Damamm,0,0,0,0,1,0,0,0,0
2996,The Address Palace Apartments,9.1,404.0,Damamm,0,0,0,0,0,0,0,1,0
2997,Boudl Corniche Hotel,8.3,258.0,Damamm,0,0,0,0,1,0,0,0,0
2998,View Rose Apartment,7.5,312.0,Damamm,0,0,0,0,0,0,0,0,0
3003,Maskan Al Dyafah Hotel Apartments 2,8.1,168.0,Damamm,0,0,0,0,0,1,0,0,0
3004,Swat Furnished Apartment,8.0,177.0,Damamm,0,0,1,0,0,0,0,0,0
3006,Tripper Inn,8.6,252.0,Damamm,0,0,0,0,0,0,0,1,0
3009,Terrace View 3 - Hotel Apartments,7.9,261.0,Damamm,0,0,0,0,0,0,0,1,0
3011,Dana Rayhaan by Rotana,9.0,367.0,Damamm,0,0,0,0,0,0,0,1,0
3015,Al Eairy Furnished Apartments Dammam 3,5.0,138.0,Damamm,0,0,1,0,0,0,0,0,0
3016,TIME Dammam Residence,7.8,266.0,Damamm,0,0,1,0,0,0,0,0,0
3017,Dammam Palace,7.3,317.0,Damamm,0,0,0,0,1,0,0,0,0
3018,Swiss Spirit Hotel & Suites Dammam Corniche,8.7,221.0,Damamm,0,0,0,0,1,0,0,0,0
3020,Radisson Hotel & Apartments Dammam Industry City,7.9,329.0,Damamm,0,0,0,0,0,0,0,1,0
3022,Braira Dammam Hotel,8.8,322.0,Damamm,0,0,0,0,0,0,0,0,0
3025,Al Eairy Furnished Apartments Dammam 3,5.0,143.0,Damamm,0,0,1,0,0,0,0,0,0
3027,La Rive Hotels & Suites,7.2,152.0,Damamm,0,0,0,0,0,0,0,1,0
3030,Tripper Inn,8.6,301.0,Damamm,0,0,0,0,0,0,0,1,0
3037,The Address Palace Apartments,9.1,413.0,Damamm,0,0,0,0,0,0,0,1,0
3046,Golden Tulip Dammam Corniche Hotel,7.8,255.0,Damamm,0,0,0,0,0,0,0,1,0
3048,Boudl Al Corniche,9.1,292.0,Damamm,0,0,0,0,0,0,0,1,0
3049,Swiss Spirit Hotel & Suites Dammam Corniche,8.7,241.0,Damamm,0,0,0,0,1,0,0,0,0
3050,Naviti Warwick Dammam,8.3,323.0,Damamm,0,0,0,0,0,0,0,0,0
3051,Park Inn By Radisson Dammam,8.4,315.0,Damamm,0,0,0,0,1,1,0,0,0
3052,Maskan Al Dyafah Hotel Apartments 2,8.1,179.0,Damamm,0,0,0,0,0,1,0,0,0
3053,Tripper Inn,8.6,268.0,Damamm,0,0,0,0,0,0,0,1,0
3054,Radisson Hotel & Apartments Dammam Industry City,7.9,339.0,Damamm,0,0,0,0,0,0,0,1,0
3065,La Rive Hotels & Suites,7.2,154.0,Damamm,0,0,0,0,0,0,0,1,0
3067,Naviti Warwick Dammam,8.3,270.0,Damamm,0,0,0,0,0,0,0,0,0
3069,Maskan Al Dyafah Hotel Apartments 2,8.1,176.0,Damamm,0,0,0,0,0,1,0,0,0
3070,Swiss International Al Hamra Dammam,7.6,231.0,Damamm,0,0,0,0,1,0,0,0,0
3071,Tripper Inn,8.6,307.0,Damamm,0,0,0,0,0,0,0,1,0
3073,Radisson Hotel & Apartments Dammam Industry City,7.9,333.0,Damamm,0,0,0,0,0,0,0,1,0
3075,The Gate Hotel and Apartments,9.1,405.0,Damamm,0,0,0,0,1,0,0,0,0
3076,The Address Palace Apartments,9.1,392.0,Damamm,0,0,0,0,0,0,0,1,0
3085,Sheraton Dammam Hotel & Convention Centre,7.7,543.0,Damamm,0,0,0,0,1,0,0,1,0
3098,Novotel Dammam Business Park,7.3,334.0,Damamm,0,0,0,0,1,0,0,1,0
3099,Boudl Al Corniche,9.1,244.0,Damamm,0,0,0,0,0,0,0,1,0
3112,View Rose Apartment,7.5,336.0,Damamm,0,0,0,0,0,0,0,0,0
3117,Sheraton Dammam Hotel & Convention Centre,7.7,360.0,Damamm,0,0,0,0,1,0,0,1,0
3122,La Rive Hotels & Suites,7.2,303.0,Damamm,0,0,0,0,0,0,0,1,0
3124,Dammam Palace,7.3,269.0,Damamm,0,0,0,0,1,0,0,0,0
3148,Ramada by Wyndham Dammam Khaleej Road,6.8,241.0,Damamm,0,0,0,0,0,0,0,1,0
3150,Dana Rayhaan by Rotana,9.0,393.0,Damamm,0,0,0,0,0,0,0,1,0
3151,La Rive Hotels & Suites,7.2,271.0,Damamm,0,0,0,0,0,0,0,1,0
3153,Naviti Warwick Dammam,8.3,267.0,Damamm,0,0,0,0,0,0,0,0,0
3155,Swiss International Al Hamra Dammam,7.6,232.0,Damamm,0,0,0,0,1,0,0,0,0
3156,City Residence Hotel Suites,8.3,841.0,Damamm,0,0,0,0,0,0,0,1,0
3157,Radisson Hotel & Apartments Dammam Industry City,7.9,340.0,Damamm,0,0,0,0,0,0,0,1,0
3161,Swiss Spirit Second Dammam Industrial City سويس سبيريت المدينة الصناعية الثانية بالدمام,7.8,238.0,Damamm,0,0,0,0,1,0,0,0,0
3163,Braira Dammam Hotel,8.8,315.0,Damamm,0,0,0,0,0,0,0,0,0
3170,Al Eairy Furnished Apartments Dammam 3,5.0,148.0,Damamm,0,0,1,0,0,0,0,0,0
3174,Naviti Warwick Dammam,8.3,266.0,Damamm,0,0,0,0,0,0,0,0,0
3176,Novotel Dammam Business Park,7.3,354.0,Damamm,0,0,0,0,1,0,0,1,0
3178,TIME Dammam Residence,7.8,315.0,Damamm,0,0,1,0,0,0,0,0,0
3179,Normina Hotel Suites,9.1,826.0,Damamm,0,0,0,0,0,0,0,0,0
3180,Maskan Al Dyafah Hotel Apartments 2,8.1,180.0,Damamm,0,0,0,0,0,1,0,0,0
3181,Residence Inn Dammam,8.9,390.0,Damamm,0,0,0,0,0,0,0,1,0
3184,Tripper Inn,8.6,300.0,Damamm,0,0,0,0,0,0,0,1,0
3197,Grand Millennium Gizan,8.1,1120.0,Jazan,0,0,0,0,0,0,0,1,0
3198,"Radisson Blu Resort, Jizan",8.0,601.0,Jazan,0,0,0,0,1,0,0,1,0
3199,Golden Armada Hotel,8.9,170.0,Jazan,0,0,0,0,0,0,0,1,0
3201,Novotel Jazan,8.7,495.0,Jazan,0,0,0,0,1,0,0,1,0
3203,Jazan Inn,8.3,269.0,Jazan,0,0,0,0,1,0,0,0,0
3204,Grand Millennium Gizan,8.1,633.0,Jazan,0,0,0,0,0,0,0,1,0
3205,"Radisson Blu Resort, Jizan",8.0,612.0,Jazan,0,0,0,0,1,0,0,1,0
3207,Jazan Inn,8.3,268.0,Jazan,0,0,0,0,1,0,0,0,0
3208,Novotel Jazan,8.7,468.0,Jazan,0,0,0,0,1,0,0,1,0
3209,"Radisson Blu Resort, Jizan",8.0,589.0,Jazan,0,0,0,0,1,0,0,1,0
3210,Jazan Inn,8.3,261.0,Jazan,0,0,0,0,1,0,0,0,0
3212,Novotel Jazan,8.7,476.0,Jazan,0,0,0,0,1,0,0,1,0
3214,Grand Millennium Gizan,8.1,822.0,Jazan,0,0,0,0,0,0,0,1,0
3217,Jazan Inn,8.3,258.0,Jazan,0,0,0,0,1,0,0,0,0
3218,Iris Boutique Ash Shati Jizan,8.5,320.0,Jazan,0,0,0,0,1,0,0,0,0
3219,Quba Hotel,8.9,310.0,Jazan,0,0,0,0,0,1,0,0,0
3220,Park Jizan Hotel,8.1,232.0,Jazan,0,0,0,0,1,0,0,0,0
3221,Residence Inn Jazan,7.4,495.0,Jazan,0,0,0,0,1,1,0,0,0
3222,Al Sultan Hostel,8.7,330.0,Jazan,0,0,0,0,1,0,0,0,0
3223,Jizan Park Hotel,7.8,349.0,Jazan,0,0,0,0,0,0,0,0,0
3224,Msharef Al Moden Suites - Jazan,9.1,398.0,Jazan,0,0,0,0,0,0,0,0,0
3225,Al Dar Hotel Apartments,7.3,178.0,Jazan,0,0,0,0,0,1,0,0,0
3226,Courtyard Jazan,8.5,450.0,Jazan,0,0,0,0,0,0,0,1,0
